date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:07:04	87/87	---MCZ	200	added ('OK')	text/plain	etag:W/%2240-62846a176c080%22	https://catalyx.org/robots.txt		(from )
07:07:07	120480/120480	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2005:07:07%20GMT	https://catalyx.org/	D:/Code/Catalyx_images/catalyx.org/catalyx.org/index.html	(from )
07:07:08	36656/36656	---M--	200	added ('OK')	image/png	etag:%228f30-5fce581444a80%22	https://catalyx.org/wp-content/uploads/2023/05/Catalyx-no-text-logo.png	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/uploads/2023/05/Catalyx-no-text-logo.png	(from https://catalyx.org/)
07:07:08	112419/112419	---M-Z	200	added ('OK')	text/css	etag:%221b723-61df0275c9780-gzip%22	https://catalyx.org/wp-includes/css/dist/block-library/style.min.css?ver=6.6.1	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-includes/css/dist/block-library/style.minb6a4.css	(from https://catalyx.org/)
07:07:09	10435/10435	---M-Z	200	added ('OK')	text/css	etag:%2228c3-5fce527faa000-gzip%22	https://catalyx.org/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=10.0.5	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-styleb23e.css	(from https://catalyx.org/)
07:07:09	265346/265346	---M-Z	200	added ('OK')	text/css	etag:%2240c82-5fce527faa000-gzip%22	https://catalyx.org/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=10.0.5	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-styleb23e.css	(from https://catalyx.org/)
07:07:10	2859/2859	---M-Z	200	added ('OK')	text/css	etag:%22b2b-5fcfb31613bc0-gzip%22	https://catalyx.org/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.7	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/contact-form-7/includes/css/stylesf2b4.css	(from https://catalyx.org/)
07:07:10	17572/17572	---M-Z	200	added ('OK')	text/css	etag:%2244a4-5fe8c11333b40-gzip%22	https://catalyx.org/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=7.8.0	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/woocommerce/assets/css/woocommerce-layout6f89.css	(from https://catalyx.org/)
07:07:11	7043/7043	---M-Z	200	added ('OK')	text/css	etag:%221b83-5fe8c11333b40-gzip%22	https://catalyx.org/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=7.8.0	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen6f89.css	(from https://catalyx.org/)
07:07:11	655/655	---M-Z	200	added ('OK')	application/rss+xml	etag:%22dede8e703abdd86d22ad310b042ccf72-gzip%22	https://catalyx.org/comments/feed/	D:/Code/Catalyx_images/catalyx.org/catalyx.org/comments/feed/index.html	(from https://catalyx.org/)
07:07:11	982/982	---M-Z	200	added ('OK')	application/rss+xml	etag:%22dede8e703abdd86d22ad310b042ccf72-gzip%22	https://catalyx.org/feed/	D:/Code/Catalyx_images/catalyx.org/catalyx.org/feed/index.html	(from https://catalyx.org/)
07:07:11	74669/74669	---M-Z	200	added ('OK')	text/css	etag:%22123ad-5fe8c11333b40-gzip%22	https://catalyx.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.8.0	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/woocommerce/assets/css/woocommerce6f89.css	(from https://catalyx.org/)
07:07:12	163817/163817	---M-Z	200	added ('OK')	text/css	etag:%2227fe9-5fce523ed0700-gzip%22	https://catalyx.org/wp-content/themes/conbix/assets/css/bootstrap.min.css?ver=1.0.2	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/themes/conbix/assets/css/bootstrap.min20b9.css	(from https://catalyx.org/)
07:07:12	213173/213173	---M-Z	200	added ('OK')	text/css	etag:%22340b5-5fce523ed0700-gzip%22	https://catalyx.org/wp-content/themes/conbix/assets/css/all.css?ver=1.0.2	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/themes/conbix/assets/css/all20b9.css	(from https://catalyx.org/)
07:07:12	2621/2621	---M-Z	200	added ('OK')	text/css	etag:%22a3d-5fce523ed0700-gzip%22	https://catalyx.org/wp-content/themes/conbix/assets/css/meanmenu.min.css?ver=1.0.2	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/themes/conbix/assets/css/meanmenu.min20b9.css	(from https://catalyx.org/)
07:07:12	57095/57095	---M-Z	200	added ('OK')	text/css	etag:%22df07-5fce523ed0700-gzip%22	https://catalyx.org/wp-content/themes/conbix/assets/css/animate.css?ver=1.0.2	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/themes/conbix/assets/css/animate20b9.css	(from https://catalyx.org/)
07:07:13	15563/15563	---M-Z	200	added ('OK')	text/css	etag:%223ccb-5fce523ed0700-gzip%22	https://catalyx.org/wp-content/themes/conbix/assets/css/swiper-bundle.min.css?ver=1.0.2	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/themes/conbix/assets/css/swiper-bundle.min20b9.css	(from https://catalyx.org/)
07:07:13	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-5fce523ed0700-gzip%22	https://catalyx.org/wp-content/themes/conbix/assets/css/magnific-popup.css?ver=1.0.2	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/themes/conbix/assets/css/magnific-popup20b9.css	(from https://catalyx.org/)
07:07:13	270758/270758	---M-Z	200	added ('OK')	text/css	etag:%22421a6-5fce523ed0700-gzip%22	https://catalyx.org/wp-content/themes/conbix/assets/sass/style.css?ver=1.0.2	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/themes/conbix/assets/sass/style20b9.css	(from https://catalyx.org/)
07:07:13	599/599	---M-Z	200	added ('OK')	text/css	etag:%22257-5fce523ed0700-gzip%22	https://catalyx.org/wp-content/themes/conbix/style.css?ver=1.0.2	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/themes/conbix/style20b9.css	(from https://catalyx.org/)
07:07:14	19533/19533	---M-Z	200	added ('OK')	text/css	etag:%224c4d-60667601a5300-gzip%22	https://catalyx.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min192d.css	(from https://catalyx.org/)
07:07:14	117324/117324	---M-Z	200	added ('OK')	text/css	etag:%221ca4c-60667600b10c0-gzip%22	https://catalyx.org/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.16.4	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/elementor/assets/css/frontend-lite.minafc7.css	(from https://catalyx.org/)
07:07:14	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-60667601a5300-gzip%22	https://catalyx.org/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://catalyx.org/)
07:07:15	1261/1261	---M-Z	200	added ('OK')	text/css	etag:%224ed-606675f44b380-gzip%22	https://catalyx.org/wp-content/uploads/elementor/css/post-7.css?ver=1695890910	D:/Code/Catalyx_images/catalyx.org/catalyx.org/wp-content/uploads/elementor/css/post-743ee.css	(from https://catalyx.org/)
